"communityname","state","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murdPerPop","rapesPerPop","robbbPerPop","assaultPerPop","burglPerPop","larcPerPop","autoTheftPerPop","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop","rip","midwest","south","northeast","west"
"Owatonnacity","MN",10,19386,2.63,0.23,98.24,0.58,1.59,13.86,26.96,12.55,11.82,0,30870,79.51,1.4,49.43,26.47,4.73,11.98,37832,13695,7807,10370,5922,5761,7704,6.06,10.27,18.08,20.05,3.28,69.04,34.36,21.78,17.78,23.57,5.6,26.95,7.8,3.1,83.35,83.93,89.73,85.4,75.8,81.35,1.42,8.75,13.33,13.33,24.58,0.11,0.17,0.17,0.3,94.45,1.03,3.21,2.25,2.54,2.78,1.9,79.57,1.18,36.74,3,196,97.41,72.69,0.51,31.12,1961,3.1,0.44,63800,280,326,21.8,16.9,12.3,0,0,1.24,76.34,53.88,79.26,90.92,9.9,1954.9,0.33,0,40.54,9.84,63.97,462.58,2312.88,191.92,14.76,114.35,2982.14,1,1,0,0,0
"ChulaVistacity","CA",10,135163,2.83,4.6,67.74,8.93,37.27,14.16,29.21,14.27,10.62,100,32012,78.8,0.31,37.19,24.07,10.11,21.27,36655,15624,12032,11734,13329,9353,9897,9.8,9.55,24.31,17.65,6.08,61.59,14.75,21.27,11.04,27.14,10.37,29.66,14.97,3.26,73.5,68.32,82.24,75.27,54.89,62.97,2.39,14.39,21.52,29.23,36.28,3.21,4.8,6.52,8.09,61.07,6.83,8.11,5.92,2.79,2.92,2.64,55.86,10.86,56.75,2,2025,95.94,53.29,1.04,10.81,1970,1.96,0.34,164000,540,592,29.5,24.7,11.3,0,14,22.31,38.69,43.07,78.69,85.13,30,4500.6,4.49,9.33,24.67,305.99,381.99,1263.29,3150.56,1643.95,42.67,721.98,6100.47,4,0,0,0,1
"Griffithtown","IN",10,17916,2.66,2.42,94.66,0.95,5.28,13.78,27.85,13.22,9.68,100,36562,84.72,0.47,46.79,23.24,2.82,17.53,40460,14415,21523,8320,19041,16096,13552,4.16,5.58,17.63,13.22,4.13,66.73,26.95,17.37,17.06,20.15,8.97,27.55,10.03,3.17,81.98,79.72,90.31,81.56,57.19,65.81,1.32,8.59,9.56,16.05,23.99,0.3,0.33,0.55,0.83,92.61,0.8,4.53,3.31,2.65,3.03,1.97,73.66,1.91,40.41,3,176,97.45,64.53,0.57,26.7,1964,1.4,0,64600,456,478,18.3,16.7,12,0,0,3.44,67.2,58.19,87.67,89.28,9,1983.6,4.31,0,0,69.49,347.44,427.62,2576.44,743,5.35,416.93,3752.41,1,1,0,0,0
"Brookfieldtown","CT",10,14113,2.86,0.72,97.22,1.69,1.56,13.48,24.16,11.38,7.48,73.4,60054,87.14,1.19,63.17,19.31,1.72,13.14,65111,24405,22693,8150,18775,16803,15661,2.36,3.02,9.47,41.24,4.14,71.79,23.75,23.28,7.18,39.3,5.65,27.06,8.62,3.22,89.27,88.19,97.4,87.08,56.34,67.87,0.5,12.03,16.67,23.08,30.97,0.86,1.2,1.66,2.22,89.54,0.56,3.96,3.2,2.86,2.95,2.19,90.48,0.67,23.61,3,415,92.25,87.59,1.45,35.18,1969,0.32,0.11,226800,767,880,24.6,24.4,13.9,5,0,7.18,36.74,54.82,78.05,80.04,20.5,687.9,1.89,0,0,6.98,48.86,404.86,1926.57,111.69,6.98,55.84,2450.1,3,0,0,1,0
"Victorvillecity","CA",10,40674,2.86,9.59,73.08,3.67,23,13.21,27.91,12.4,10.76,99.87,28698,76.06,0.3,30.3,26.99,11.75,20.34,31796,12219,10522,9202,10296,8300,8090,14.82,8.42,25.02,10.5,9.95,53.26,11.16,17.45,15.6,20.13,10.68,25.48,14.97,3.27,72.99,68.82,81.88,71.79,45.69,53.44,3.75,18.99,29.19,35.98,46.43,2.16,3.32,4.09,5.28,80.14,3.9,8.02,5.99,2.83,2.83,2.82,60.79,8.58,47.58,3,1386,91.13,60.76,2.09,23.81,1983,4.54,0.2,102800,443,508,29.8,26.2,12.1,20,104,11.35,47.75,28.85,56.09,84.71,43.3,938.5,0.18,5.96,47.64,353.35,460.55,2036.72,4744.42,1399.5,53.6,867.5,8234.24,4,0,0,0,1
"Valparaisocity","IN",10,24414,2.72,0.58,97.78,1.13,1.42,20.54,33.98,21.61,10.63,0,31602,78.05,0.84,52.07,24.69,4.69,14.03,41824,14874,8483,21267,29866,23066,9939,8.63,4.83,14.82,27.88,3.75,60.99,16.32,36.42,9.17,34.24,8,36.67,11.42,3.01,76.66,77.18,85.05,77.89,61.56,71.67,1.35,16.99,19.89,25.83,32.32,0.5,0.59,0.77,0.96,95.91,0.23,2.92,1.96,2.38,2.72,1.95,63.72,1.29,49.98,3,315,96.61,55.76,3.49,34.6,1963,2.06,0.09,71700,358,431,25.7,17.5,12.1,1,0,2.97,58.25,43.68,70.37,81.02,10.5,2321.6,1.34,0,11.46,26.75,328.62,496.75,2422.62,179.59,49.68,366.83,3148.64,1,1,0,0,0
"AsburyParkcity","NJ",10,16799,2.44,59.39,35.42,0.73,9.13,12.54,26.78,12.35,13.98,100,20754,71.19,0.31,25.92,32.81,14.95,13.68,25366,16291,8629,8043,9820,7909,7371,23.33,11.2,31.25,13.53,11.82,57.89,15.43,26.09,19.74,19.07,15.71,45.09,18.22,3.28,35.83,30.39,27.43,32.23,56.95,71.24,21.31,15.14,31.4,38.15,49.1,1.7,3.52,4.27,5.5,82.56,2.58,10.55,5.59,2.37,2.9,2.21,28.17,9.95,74.6,1,821,89.33,23.05,5.6,25.94,1955,9.69,0.23,102900,502,537,31.9,27.9,15.6,27,1,11.2,53.75,47.41,82.93,88.69,1.5,11323.1,8.57,12.75,121.13,956.27,962.64,1408.9,5010.84,898.89,12.75,2052.79,7331.38,3,0,0,1,0
"Bournetown","MA",10,16064,2.72,1.41,96.53,0.6,1.25,13.66,26.13,13.4,13.47,0,34159,76.59,0.68,37.07,30.69,5.78,20.07,38408,15155,11716,4028,10575,8980,7709,6.7,4.06,13.5,22.36,6.19,60.15,9.17,25.51,8.4,27.63,7.36,31.52,11.2,3.08,79.52,78.89,91.34,78.3,63.14,69.19,1.62,5.68,10.11,14.32,17.05,0.17,0.3,0.42,0.5,94.31,1.16,3.97,2.9,2.6,2.61,2.57,65.68,1.02,37.93,3,3101,65.54,65.34,0.84,27.86,1962,1.05,0.33,153900,548,610,27.7,23.9,14.7,0,0,2.96,66.42,50.1,68.44,84.72,42.4,379.1,1.49,0,35.23,41.1,322.9,1244.64,2665.41,305.29,5.87,399.23,4221.21,3,0,0,1,0
"Avontown","CT",10,13937,2.6,0.93,97.24,1.51,0.85,11.2,19.39,9.54,11.82,57.52,66602,84.62,0.99,73.34,22.2,1.56,15.42,79278,34407,27537,0,28738,10394,8619,1.5,2.96,7.26,52.37,2.09,67.16,12.2,28.25,4.02,49.3,5.73,23.71,7.46,2.98,91.6,91.53,96.64,90.49,51.03,60.5,0.07,10.21,21.53,28.41,35.92,0.6,1.26,1.66,2.1,92.9,0.67,2.5,1.9,2.57,2.68,1.97,87.52,0.24,30.9,3,343,93.99,83.73,0,35.86,1973,0.5,0.11,253700,765,864,26.9,23.6,13.4,0,0,5.83,45.16,53.59,77.17,80.75,24,581.6,1.4,0,7.17,21.5,14.34,286.72,1440.76,57.34,7.17,43.01,1791.99,3,0,0,1,0
"MossPointcity","MS",10,17837,2.98,65.48,34.27,0.12,0.39,18.65,28.08,14.11,10.6,99.87,21201,73.2,0.22,19.86,31.74,13.06,17.48,24645,12376,6920,13875,12194,12000,10159,22.72,13.53,35.31,10.42,15.88,49.5,37.93,20.08,23.29,17.55,11.91,32.71,14.06,3.43,63.09,52.86,71.58,68.57,64.33,68.56,7.62,9.59,17.81,17.81,17.81,0.04,0.07,0.07,0.07,97.12,0.82,9.41,7.36,2.97,2.99,2.89,77.98,6.4,33.61,3,623,90.57,77.4,10.43,60.67,1964,11.05,0.47,43100,212,300,28.6,21.3,14.3,0,0,0.41,76.23,70.75,93.55,95.47,25.9,687.6,0.29,27.53,104.61,198.21,434.95,2587.68,3859.49,330.34,137.64,765.3,6915.15,2,0,1,0,0
"Naticktown","MA",10,30510,2.54,2.01,95.12,2.38,1.78,10.33,25.56,10.99,11.7,98.16,49229,85.12,1.09,60.18,24.3,4.15,15.38,55995,22293,16682,6569,24373,10637,12957,3.15,2.73,9.54,42.39,4.73,71.33,14.08,31.6,5.77,41.47,6.13,32.74,9.28,3.04,83.8,81.76,96.11,88.45,64.47,73.63,0.9,15.07,20.74,25.1,30.72,1.01,1.39,1.68,2.06,92.24,0.86,3.65,2.5,2.5,2.77,1.97,73.89,0.82,40.15,3,636,94.97,66.78,0.47,21.86,1954,0.28,0.24,187600,717,800,23.8,21.9,13.3,0,0,6.69,68.71,61.45,80.71,89.57,15.6,1952,7.12,0,15.81,15.81,154.91,398.33,1454.22,192.84,0,186.53,2045.39,3,0,0,1,0
"Levellandcity","TX",10,13986,3.01,6.19,74.98,0.19,32.85,19.56,30.5,16.44,10.77,0,23497,75.24,3.9,33.92,28.06,7.96,7.07,27675,12883,5527,10555,25891,5615,6596,19.4,17.07,35.18,13.62,6.83,57.49,3.7,26.61,16.53,21.13,7.85,26.81,9.67,3.38,79.27,73.53,84.16,82.53,57.65,63.96,1.46,4.58,9.61,13.5,19.22,0.14,0.3,0.42,0.6,71.17,3.91,8.2,6.35,2.89,2.91,2.85,71.91,8.82,43.7,3,639,87.91,71.47,3.91,50.86,1966,12.7,0.68,42300,245,314,27.9,19.7,13,0,0,3.12,81.05,51.45,81.54,96.45,10.2,1368.5,0.33,13.53,27.05,6.76,196.13,419.32,3043.42,128.5,20.29,243.47,3611.53,2,0,1,0,0
"Russellvillecity","AR",10,21260,2.65,4.7,93.59,0.73,1.11,18.7,33.21,19.96,11.46,0,22902,78.66,0.78,33.52,26.96,5.93,13,27983,11530,6886,6646,6936,5633,3716,14.73,11.4,27.12,20.76,6.58,58.53,19.58,22,15.2,25.74,8.61,31.89,13.29,2.98,74.66,72.18,81.46,78.46,61.1,69.32,1.33,14.58,14.58,14.58,17.36,0.1,0.1,0.1,0.12,97.03,0.43,2.61,1.82,2.43,2.61,2.18,62.57,1.97,43.97,3,631,92.71,58.21,0.63,30.9,1975,10.26,0.36,54200,239,335,25.8,20.9,13,0,0,0.68,60.87,39.19,64.6,83.54,26.6,799.8,0.36,0,33.99,29.74,165.7,875.25,4520.73,233.68,4.25,229.43,5633.91,2,0,1,0,0
"Clevelandcity","OH",10,505616,2.53,46.56,49.49,1.01,4.59,13.56,27.3,13.11,12.69,100,17822,65,0.28,23.61,30.79,21.95,16.83,22448,11161,7369,9015,7867,7305,6357,28.67,12.53,41.24,8.06,14,47.78,23.12,23.61,22.65,16.4,14.82,39.67,17.9,3.21,47.21,41.5,51.6,49.78,48.14,55.61,12.2,10.92,16.64,22.39,27.98,0.45,0.69,0.93,1.16,88.89,1.98,7.77,4.85,2.48,2.65,2.32,51.24,2.89,54.91,2,24524,89.07,47.93,16.23,52.12,1939,8.97,0.75,40900,237,322,29.3,19.3,13.6,589,105,4.15,67.87,59,92.11,94.64,79.8,6336.3,14.25,33.73,168.46,867.95,608.39,1622.18,2725.65,2054.24,132.51,1678.53,6534.58,1,1,0,0,0
"Pueblocity","CO",10,98640,2.57,2.18,82.95,0.63,39.51,14.19,25.22,12.35,14.32,100,20501,67.49,0.48,32.1,31.41,12.47,23.25,24997,10872,6901,6879,9397,6537,7040,21.65,12.19,26.79,13.77,9.28,49.54,13.12,29.22,15.46,23.4,12.64,28.72,15.24,3.07,64.25,60.53,65.2,68.41,54.21,63.38,3.75,13.65,18.53,23.63,27.62,0.31,0.42,0.54,0.63,81.47,1.72,4.91,3.41,2.5,2.58,2.36,66.74,3.73,51.39,2,2538,93.79,64.81,8.2,52.92,1957,6.42,0.29,48700,250,303,28.1,20.8,12.7,92,56,2.26,68.27,56.18,85.83,92.32,37.2,2651.9,1.11,8.74,84.49,160.24,1431.47,1298.42,3534.98,295.23,54.38,1684.94,5183.01,4,0,0,0,1
"Oakdalecity","MN",10,18374,2.74,1.04,97.01,0.99,1.58,12.86,29.5,11.47,4.89,100,41049,90.82,0.69,50.25,12.72,3.26,9.04,44844,16475,7918,2711,10524,6484,6309,5.8,2.55,10.47,20.33,2.93,79.57,25.13,19.63,12.21,24.82,7.99,26.83,12.92,3.17,77.65,78.86,86.67,87.05,78.1,81.27,1.81,19.22,28.99,33.88,35.83,0.32,0.48,0.57,0.6,97.1,0.51,3.45,2.63,2.74,2.86,2.22,83.92,1.49,41.51,3,237,96.58,80.21,1.27,29.11,1977,0.34,0.07,88400,399,442,23.8,22.1,12.3,0,0,1.67,77.94,45.08,58.37,91.73,10.3,1791.2,1.92,0,11.11,46.49,202.87,426.86,2442.84,131.02,33.81,260.47,3034.53,1,1,0,0,0
"SantaClaracity","CA",10,93613,2.56,2.57,73.69,18.6,15.23,12.82,31.54,15.24,9.11,100,44707,84.92,0.62,49.09,18.5,5.81,13.36,49460,21326,16199,16205,15061,13742,13688,6.23,6.55,16.45,30.77,4.43,70.44,37.74,17.29,9.93,34.44,11.11,40.54,14.67,3.06,72.88,69.03,86.38,74.03,63.37,70.9,2.33,18.48,29.18,42.02,54.75,4.24,6.7,9.65,12.57,69.77,5.24,6.08,3.82,2.49,2.65,2.35,50.13,9.29,57.35,2,1328,96.49,47.07,1.81,14.31,1964,0.64,0.27,270400,737,779,25.8,22.5,11.3,114,0,22.97,43.7,44.67,74.36,83.76,19,4937.4,2.44,3.16,29.46,87.33,363.02,878.61,4004.76,550.31,21.04,482.97,5454.72,4,0,0,0,1
"EauClairecity","WI",10,55180,2.68,0.38,95.16,3.65,0.61,21.3,36.28,24.12,11.34,100,24535,75.62,0.94,53.83,27.84,9.04,15.8,32441,11906,2195,8882,2620,8458,3674,18.82,7.35,15.1,23.87,5.91,60.01,13.51,30.95,12.97,27.1,7.07,40.04,9.22,3.05,75.63,75.69,82.2,77.14,61.46,71.83,2.06,45.66,63.58,69.91,79.62,1.58,2.21,2.42,2.76,94.43,1.13,3.9,2.86,2.48,2.63,2.27,60.71,2.29,50.13,2,755,96.46,57.2,0.66,25.56,1958,1.95,0.54,52900,283,351,27.5,18.3,13.3,9,4,3.47,73.02,43,67.46,87.13,24.9,2212.3,1.37,0,0,13.57,130.63,933.04,3733.86,174.73,64.46,144.2,4906.09,1,1,0,0,0
"SantaAnacity","CA",10,293742,4.1,2.62,67.99,9.73,65.15,17.89,38.27,20.24,5.02,100,35162,87.24,0.54,26.16,16.16,8.45,10.53,34760,10697,13360,13648,9590,7284,6570,18.15,33.07,50.28,10.59,8.52,66.04,29.87,12.64,26.19,13.96,6.78,43.47,11.74,4.28,75.35,64.77,84.63,80.02,62.19,65.15,6.25,25.5,39.17,49.81,64.14,12.97,19.93,25.34,32.63,30.78,31.63,32.29,25.02,4,3.78,4.2,45.66,38.13,66.27,2,3362,95.52,48.29,3.24,14.66,1968,4.46,0.81,185400,679,736,31.2,26,11.4,181,255,50.88,33.1,40.29,76.77,81.95,28.1,10468.4,8.61,26.69,26.34,645.25,393.1,1009.28,3069.91,1354.14,168.33,1091.38,5601.66,4,0,0,0,1
"LakeHavasuCitycity","AZ",10,24363,2.46,0.24,97.89,0.46,3.66,10.16,18.45,8.51,22.87,0,28826,64.87,0.34,47.1,42.91,3.66,29.2,31639,14565,11317,10095,5504,4905,7619,8.14,5.19,20.98,13.3,3.19,52.39,12.01,16.1,12.6,19.85,9.64,17.49,11.17,2.71,78.52,75.12,88.98,76.54,66.7,72.35,0.76,4.97,7.08,9.75,10.21,0.22,0.32,0.44,0.46,94.01,0.89,2.89,2.2,2.41,2.4,2.45,73.75,2.63,43.09,3,2926,77.22,74.19,0.17,23.48,1979,3.53,0.25,83500,403,484,26.2,22.8,11.4,0,0,4.46,11.14,37.35,56.85,61.8,44.6,546.4,0.36,6.06,12.12,18.17,160.54,890.53,3586.36,281.7,51.49,196.89,4810.08,4,0,0,0,1
"DePerecity","WI",10,16569,2.87,0.23,98.52,0.21,0.43,19.92,32.94,19.17,10.01,100,34544,79.82,0.67,58.45,25.42,3.71,12.04,40361,14526,0,9189,63729,9000,11186,7.33,7.32,14.58,22.2,3.34,66.56,20.85,26.64,16.97,27.59,5.56,34.99,7.84,3.16,83.23,83.47,91.72,83.24,67.18,75.74,0.63,5.84,5.84,10.95,27.01,0.05,0.05,0.09,0.22,97.82,0.2,3.92,3.19,2.65,2.92,2.1,74.35,1.42,38.8,3,164,97.24,67.58,1.22,25,1970,1.35,0,63200,356,410,22.1,20.3,13.3,0,0,0.83,83.16,50.93,80.16,92.6,8.6,1920.5,0.87,0,31.53,0,126.13,625.39,2354.43,84.09,21.02,157.66,3084.93,1,1,0,0,0
"Sharontown","MA",10,15517,2.96,3.18,94.41,2.22,0.9,12.35,19.86,9.61,8.8,72.48,61692,84.12,0.65,60.45,20.58,2.32,12.44,66415,24256,23336,18643,21376,0,15094,3.91,2.02,6.31,51.19,4.59,71.32,13.45,33.76,3.72,47.79,3.94,24.12,6.26,3.26,90.69,89.8,93.51,88.16,55.77,69.42,0.24,15.65,16.99,22.8,33.01,1.35,1.47,1.97,2.85,90.33,0.93,3.27,2.8,2.95,3.07,2.08,91.35,0.57,17.92,3,107,98,87.74,1.87,31.78,1963,0.15,0,214800,551,634,24.5,22.4,14.1,0,0,8.65,68.2,65,82.75,92.7,24.1,642.6,10.34,6.26,0,12.51,93.86,231.51,431.74,125.14,0,112.63,788.39,3,0,0,1,0
"Temeculacity","CA",10,27099,2.97,1.53,90.72,2.8,14.54,13.47,27.55,11.56,6.03,0,44270,84.89,1.8,39.14,16.2,3.68,14.19,46683,17180,15560,15761,15813,12247,10692,4.91,4.15,12.43,21.88,4.34,70.69,14.27,16.85,11.7,28.56,8.85,22.78,11.43,3.28,83.27,82.17,88.82,80.27,57.22,64.25,1.17,15.35,28.78,43.94,50.71,1.47,2.76,4.21,4.86,84.51,3.89,5.78,4.65,2.97,3.11,2.72,66.56,4.8,37.2,3,1529,85.66,63.59,0.26,12.69,1987,1.48,0,192300,600,657,27.6,29.3,12.4,0,0,9.59,51.31,11.83,27.95,81.49,27.4,990,0,7.53,22.59,133.02,378.98,1018.97,2384.3,803.13,17.57,542.12,4223.97,4,0,0,0,1
"Sapulpacity","OK",10,18074,2.6,4.99,86.37,0.38,1.44,14.21,24.63,11.96,14.03,0,23810,70.9,0.79,33.53,32.09,5.89,14.34,29560,12430,5510,8357,0,8802,8468,11.89,11.11,29.49,12.41,5.72,57.41,18.23,21.93,18.33,21.64,10.52,21.14,13.71,3.02,74.91,71.02,82.17,80.92,57.55,65.32,1.97,4.73,4.73,37.87,42.6,0.04,0.04,0.35,0.4,97.4,0.24,3.7,2.75,2.55,2.55,2.55,71.84,2.46,42.7,3,668,91.23,71.84,5.24,56.29,1963,7.96,0.34,45800,240,333,26.8,21.5,12.9,0,0,0.94,70.67,54.92,80.64,94.12,18.9,957.5,0.05,0,16.13,37.64,225.82,1215.12,3043.17,666.7,21.51,279.59,4946.5,2,0,1,0,0
"WestAlliscity","WI",10,63221,2.36,0.3,98.23,0.63,1.45,10.49,25.52,10.88,15.88,100,29622,74.04,0.31,55.23,33.31,5.35,21.36,36085,14082,4412,8196,10278,11276,9738,5.25,7.3,20.84,12.36,4.01,64,23.12,21.36,16.66,20.58,9.69,28.96,11.56,2.96,75.37,75.27,86.42,77.01,69.84,76.85,1.63,4.65,10.25,12.16,13.33,0.13,0.29,0.34,0.38,94.54,0.52,3.21,2.05,2.32,2.61,1.89,66.92,1.26,55.44,2,705,97.44,59.4,0.43,29.79,1951,1.12,0.47,63100,391,446,23.5,21.6,14.9,0,0,2.82,84.64,58.44,88.83,96.2,11.7,5385.8,4.14,3.24,12.95,126.31,93.92,684.99,3334.25,429.13,68.01,236.42,4516.38,1,1,0,0,0
"Casselberrycity","FL",10,18911,2.51,2.75,93.77,1.57,8.43,12.58,27.02,12.66,12,100,31231,83.38,0.83,35.77,23.88,4.08,16.02,34399,14086,10266,8981,9092,8942,9327,6.25,5.14,17.7,17.41,4.2,70.41,9.98,16.42,9.94,22.1,12.72,28.09,17.3,2.98,73.81,69.58,87.11,76.67,58.11,70.25,1.03,7.26,9.51,12.54,27.34,0.54,0.71,0.94,2.05,86.25,1.96,3.91,2.65,2.49,2.52,2.42,65.77,2.82,40.51,3,540,93.32,64.82,0.93,18.15,1975,1.81,0,75800,466,547,26.6,21.1,12,0,0,7.5,22.13,45.52,61.66,78.45,6.3,3005.6,0.34,9.59,57.53,148.61,359.54,1558.01,3652.92,465,14.38,575.27,5690.31,2,0,1,0,0
"Bentoncity","AR",10,18177,2.6,4.35,94.87,0.21,0.62,13.37,24.28,11.54,14.37,0,24353,71.2,1.31,34.34,33.32,6.99,19.63,29892,12033,5775,9723,19128,5624,6252,12.95,13.94,30,14.25,5.06,56.97,19.8,28.86,18.43,23.64,9.39,19.9,11.82,3.02,78.51,74.42,84.06,84.7,61.91,71.48,0.75,0,0,0,4.7,0,0,0,0.04,97.9,0.16,3.55,2.67,2.56,2.57,2.55,70.39,2.85,44.88,3,460,93.83,70.21,4.35,41.74,1964,8.34,0.66,53800,237,373,26.4,17.4,13.4,0,0,0.82,73.63,55.82,80.92,90.98,16.2,1120.4,0.07,0,54.13,45.11,360.9,821.04,3663.1,189.47,9.02,460.14,4682.63,2,0,1,0,0
"Sunrisecity","FL",10,64407,2.45,7.39,89.3,1.94,8.64,10.24,22.49,9.5,21.48,100,31540,69.36,0.27,45.59,38.97,3.15,17.02,37431,15006,10643,11700,11810,12665,13046,6.51,6.13,20.84,16.67,4.86,58.01,9.94,19.33,7.78,26.26,8.02,22.74,11.22,2.92,78.99,77.1,90.4,72.48,63.9,72.26,1.43,9.84,15.36,23.6,31.44,1.6,2.5,3.84,5.11,81.51,1.89,3.07,2.13,2.43,2.47,2.29,76.93,3.27,63.12,2,2981,89.82,75.57,0.17,24.52,1978,0.86,0.17,89100,562,651,27.8,24.1,13.7,0,0,16.26,18.78,43.42,72.33,78.1,18.9,3415,1.13,3.94,14.44,171.95,326.84,1147.24,4293.61,740.32,14.44,517.17,6195.61,2,0,1,0,0
"Glendalecity","AZ",10,148134,2.76,3.01,84.98,2.13,15.47,15.88,29.88,14.54,7.1,100,31665,84.2,0.4,36.59,18.21,5.13,13.69,37086,14276,11750,9566,11909,7593,8107,11.46,6.74,17.42,17.7,5.99,67.95,14.03,21.59,12.24,25.51,11,29.23,15.37,3.22,73.25,70.04,77.67,75.01,61.15,70.78,2.97,17.27,26.02,35.35,44.33,1.03,1.56,2.12,2.66,85.56,2.47,6.23,4.5,2.73,2.89,2.48,65.58,6.15,48.69,3,7549,87.67,62.1,0.29,24.8,1979,5.96,0.28,84900,370,439,28.3,23.2,12.2,7,44,5.99,33.04,39.78,77.1,79.31,54.1,2738.2,1.6,9.18,45.31,181.82,581.02,1168.35,4830.54,998.57,47.61,817.33,7045.07,4,0,0,0,1
"Hickorycity","NC",10,28301,2.4,17.06,81.38,1.01,0.78,14.89,29.21,15.57,13.51,100,27212,79.16,0.58,40.28,27.38,4.84,10.83,33303,17313,6991,7329,12225,9587,13114,11.27,11.46,27.89,23.39,4.21,66.94,35.59,18.86,24.14,24.33,12.97,31.6,15.53,2.88,64.82,61.17,68.71,69.79,71.61,76.75,4.76,14.74,31.44,51.15,55.6,0.29,0.63,1.02,1.11,96.05,0.81,2.96,1.85,2.28,2.4,2.15,54.57,2.33,56.88,2,901,92.91,51.84,1.55,27.97,1967,6.96,0.43,66900,301,384,21.5,20.3,12.5,27,0,1.99,70.53,46.63,70.24,83.65,21,1345.1,0.35,9.97,83.06,451.84,578.09,2348.92,7355.73,514.97,99.67,1122.96,10319.29,2,0,1,0,0
"Pascagoulacity","MS",10,25899,2.65,21.46,77.22,0.92,0.97,15.74,28.4,14.14,10.46,100,24986,73.88,0.7,35.62,25.87,10.18,13.84,29773,13533,5683,5293,11101,7001,7446,19.75,9.05,26.06,16.25,7.65,58,31.52,20.86,13.91,27.98,12.35,29.37,14.82,3.13,64.13,58.64,62.79,66.91,60.88,66.93,5.34,23.53,31.14,35.64,41.52,0.26,0.35,0.4,0.46,97.1,0.4,4.93,3.59,2.59,2.69,2.44,61.56,5.08,45.87,3,1279,88.43,59.28,3.36,40.81,1965,9.9,0.6,49100,265,333,25.7,16.5,13.1,23,20,1.12,69.76,57.89,87.6,90.96,15.7,1645.8,0.19,30.67,92,425.92,541.77,2327.25,5915.22,865.48,30.67,1090.36,9138.62,2,0,1,0,0
"Barstowcity","CA",10,21472,2.81,10.46,67.07,3.44,31.32,15.3,30.61,14.79,8.33,0,28289,80.49,0.21,26.16,19.12,12.8,18.49,31618,13045,11125,6339,11289,8579,8586,14.36,8.72,24.83,10.19,9.13,58.67,3.47,17.73,14.05,21.32,12.45,27.72,16.41,3.27,68.07,61.36,71.67,68.96,46.16,60.63,3.2,22.81,28.06,36.16,46.54,1.72,2.11,2.72,3.51,78.67,2.96,8.08,5.87,2.79,2.82,2.74,53.65,9.85,51.1,2,858,89.92,52.92,2.56,21.91,1966,10.08,0.89,71900,393,464,27.3,19.8,11.5,32,8,7.54,45.05,41.6,71.93,80.06,23.7,904.6,1.25,15.04,110.26,215.51,706.66,2240.26,5598.16,947.23,50.12,1047.47,8835.77,4,0,0,0,1
"HuberHeightscity","OH",10,38686,2.86,6.89,90.73,1.74,1.54,14.65,28.4,12.74,5.57,100,37900,88.99,0.31,43.47,15.56,3.85,19.85,40380,14225,16668,26559,10149,6976,12867,4.33,4.17,15.94,18.27,4.59,71.34,20.36,19.47,14,25.67,8.37,24.4,12.21,3.19,81.69,79.57,92.22,83.63,65.99,72.26,1.38,19.83,35.51,41.72,48.15,0.47,0.84,0.99,1.14,95.89,0.6,3.82,3.1,2.85,2.86,2.83,71.02,1.4,18.87,3,797,94.43,70.79,0.63,13.43,1970,0.87,0.28,65900,439,556,22.2,17.6,11.7,0,0,2.37,57.48,50.55,76.85,83.45,21.4,1809.9,1.67,2.45,53.85,68.54,51.41,555.66,2761.19,372.07,44.06,176.25,3732.98,1,1,0,0,0
